,store,day_of_week,date,sales,customers,open,promo,state_holiday,school_holiday,promo2
8,9,5,2015-07-31,8565,687,1,1,0,1,0
1123,9,4,2015-07-30,7539,651,1,1,0,1,0
2238,9,3,2015-07-29,7776,625,1,1,0,1,0
3353,9,2,2015-07-28,8751,678,1,1,0,1,0
4468,9,1,2015-07-27,10649,777,1,1,0,1,0
5583,9,7,2015-07-26,0,0,0,0,0,0,0
6698,9,6,2015-07-25,5330,468,1,0,0,0,0
7813,9,5,2015-07-24,5464,546,1,0,0,1,0
8928,9,4,2015-07-23,6471,579,1,0,0,1,0
10043,9,3,2015-07-22,5649,539,1,0,0,1,0
11158,9,2,2015-07-21,5873,510,1,0,0,1,0
12273,9,1,2015-07-20,7152,622,1,0,0,1,0
13388,9,7,2015-07-19,0,0,0,0,0,0,0
14503,9,6,2015-07-18,5987,555,1,0,0,0,0
15618,9,5,2015-07-17,6845,598,1,1,0,1,0
16733,9,4,2015-07-16,8113,640,1,1,0,1,0
17848,9,3,2015-07-15,7013,633,1,1,0,1,0
18963,9,2,2015-07-14,7841,667,1,1,0,1,0
20078,9,1,2015-07-13,10399,759,1,1,0,1,0
21193,9,7,2015-07-12,0,0,0,0,0,0,0
22308,9,6,2015-07-11,5076,495,1,0,0,0,0
23423,9,5,2015-07-10,6007,528,1,0,0,1,0
24538,9,4,2015-07-09,6285,550,1,0,0,1,0
25653,9,3,2015-07-08,5621,508,1,0,0,1,0
26768,9,2,2015-07-07,6940,588,1,0,0,1,0
27883,9,1,2015-07-06,7758,656,1,0,0,1,0
28998,9,7,2015-07-05,0,0,0,0,0,0,0
30113,9,6,2015-07-04,6223,538,1,0,0,0,0
31228,9,5,2015-07-03,8363,669,1,1,0,1,0
32343,9,4,2015-07-02,8395,668,1,1,0,1,0
33458,9,3,2015-07-01,8490,675,1,1,0,1,0
34573,9,2,2015-06-30,10447,796,1,1,0,1,0
35688,9,1,2015-06-29,13457,882,1,1,0,1,0
36803,9,7,2015-06-28,0,0,0,0,0,0,0
37918,9,6,2015-06-27,7069,605,1,0,0,0,0
39033,9,5,2015-06-26,6549,600,1,0,0,0,0
40148,9,4,2015-06-25,6674,620,1,0,0,0,0
41263,9,3,2015-06-24,6888,620,1,0,0,0,0
42378,9,2,2015-06-23,5714,550,1,0,0,0,0
43493,9,1,2015-06-22,6121,580,1,0,0,0,0
44608,9,7,2015-06-21,0,0,0,0,0,0,0
45723,9,6,2015-06-20,6179,536,1,0,0,0,0
46838,9,5,2015-06-19,7849,649,1,1,0,0,0
47953,9,4,2015-06-18,8098,626,1,1,0,0,0
49068,9,3,2015-06-17,8045,632,1,1,0,0,0
50183,9,2,2015-06-16,9078,727,1,1,0,0,0
51298,9,1,2015-06-15,11530,856,1,1,0,0,0
52413,9,7,2015-06-14,0,0,0,0,0,0,0
53528,9,6,2015-06-13,6165,539,1,0,0,0,0
54643,9,5,2015-06-12,6429,577,1,0,0,0,0
55758,9,4,2015-06-11,6359,577,1,0,0,0,0
56873,9,3,2015-06-10,5849,525,1,0,0,0,0
57988,9,2,2015-06-09,7033,629,1,0,0,0,0
59103,9,1,2015-06-08,7884,664,1,0,0,0,0
60218,9,7,2015-06-07,0,0,0,0,0,0,0
61333,9,6,2015-06-06,7157,609,1,0,0,0,0
62448,9,5,2015-06-05,9786,830,1,1,0,0,0
63563,9,4,2015-06-04,0,0,0,1,a,0,0
64678,9,3,2015-06-03,9984,775,1,1,0,0,0
65793,9,2,2015-06-02,10248,763,1,1,0,0,0
66908,9,1,2015-06-01,12227,884,1,1,0,0,0
68023,9,7,2015-05-31,0,0,0,0,0,0,0
69138,9,6,2015-05-30,7474,615,1,0,0,0,0
70253,9,5,2015-05-29,7193,627,1,0,0,0,0
71368,9,4,2015-05-28,6335,573,1,0,0,0,0
72483,9,3,2015-05-27,5997,582,1,0,0,0,0
73598,9,2,2015-05-26,8048,707,1,0,0,1,0
74713,9,1,2015-05-25,0,0,0,0,a,0,0
75828,9,7,2015-05-24,0,0,0,0,0,0,0
76943,9,6,2015-05-23,6449,569,1,0,0,0,0
78058,9,5,2015-05-22,7668,686,1,1,0,0,0
79173,9,4,2015-05-21,7503,649,1,1,0,0,0
80288,9,3,2015-05-20,8374,682,1,1,0,0,0
81403,9,2,2015-05-19,8863,718,1,1,0,0,0
82518,9,1,2015-05-18,11031,878,1,1,0,0,0
83633,9,7,2015-05-17,0,0,0,0,0,0,0
84748,9,6,2015-05-16,6937,581,1,0,0,0,0
85863,9,5,2015-05-15,8020,740,1,0,0,0,0
