,store,day_of_week,date,sales,customers,open,promo,state_holiday,school_holiday,promo2
24,25,5,2015-07-31,14180,1586,1,1,0,1,0
1139,25,4,2015-07-30,11272,1422,1,1,0,1,0
2254,25,3,2015-07-29,10527,1254,1,1,0,1,0
3369,25,2,2015-07-28,10865,1363,1,1,0,1,0
4484,25,1,2015-07-27,11806,1536,1,1,0,1,0
5599,25,7,2015-07-26,0,0,0,0,0,0,0
6714,25,6,2015-07-25,7285,1004,1,0,0,0,0
7829,25,5,2015-07-24,7165,1120,1,0,0,1,0
8944,25,4,2015-07-23,8323,1224,1,0,0,1,0
10059,25,3,2015-07-22,9047,1147,1,0,0,1,0
11174,25,2,2015-07-21,8718,1279,1,0,0,1,0
12289,25,1,2015-07-20,10493,1413,1,0,0,1,0
13404,25,7,2015-07-19,0,0,0,0,0,0,0
14519,25,6,2015-07-18,7861,1091,1,0,0,0,0
15634,25,5,2015-07-17,9155,1206,1,1,0,1,0
16749,25,4,2015-07-16,12281,1515,1,1,0,1,0
17864,25,3,2015-07-15,12171,1406,1,1,0,1,0
18979,25,2,2015-07-14,12233,1534,1,1,0,1,0
20094,25,1,2015-07-13,11899,1542,1,1,0,1,0
21209,25,7,2015-07-12,0,0,0,0,0,0,0
22324,25,6,2015-07-11,7996,1127,1,0,0,0,0
23439,25,5,2015-07-10,9300,1300,1,0,0,1,0
24554,25,4,2015-07-09,10159,1412,1,0,0,1,0
25669,25,3,2015-07-08,9246,1325,1,0,0,1,0
26784,25,2,2015-07-07,8802,1252,1,0,0,1,0
27899,25,1,2015-07-06,12496,1632,1,0,0,1,0
29014,25,7,2015-07-05,0,0,0,0,0,0,0
30129,25,6,2015-07-04,8243,1107,1,0,0,0,0
31244,25,5,2015-07-03,10709,1471,1,1,0,1,0
32359,25,4,2015-07-02,12263,1552,1,1,0,1,0
33474,25,3,2015-07-01,12712,1583,1,1,0,1,0
34589,25,2,2015-06-30,16572,1880,1,1,0,1,0
35704,25,1,2015-06-29,14621,1781,1,1,0,1,0
36819,25,7,2015-06-28,0,0,0,0,0,0,0
37934,25,6,2015-06-27,9082,1228,1,0,0,0,0
39049,25,5,2015-06-26,9430,1350,1,0,0,0,0
40164,25,4,2015-06-25,9116,1357,1,0,0,0,0
41279,25,3,2015-06-24,9138,1353,1,0,0,0,0
42394,25,2,2015-06-23,9788,1439,1,0,0,0,0
43509,25,1,2015-06-22,10972,1502,1,0,0,0,0
44624,25,7,2015-06-21,0,0,0,0,0,0,0
45739,25,6,2015-06-20,8067,1168,1,0,0,0,0
46854,25,5,2015-06-19,10679,1470,1,1,0,0,0
47969,25,4,2015-06-18,11233,1488,1,1,0,0,0
49084,25,3,2015-06-17,12022,1492,1,1,0,0,0
50199,25,2,2015-06-16,12278,1680,1,1,0,0,0
51314,25,1,2015-06-15,14639,1836,1,1,0,0,0
52429,25,7,2015-06-14,0,0,0,0,0,0,0
53544,25,6,2015-06-13,8235,1209,1,0,0,0,0
54659,25,5,2015-06-12,9065,1335,1,0,0,0,0
55774,25,4,2015-06-11,8906,1378,1,0,0,0,0
56889,25,3,2015-06-10,9346,1394,1,0,0,0,0
58004,25,2,2015-06-09,9798,1483,1,0,0,0,0
59119,25,1,2015-06-08,11460,1643,1,0,0,0,0
60234,25,7,2015-06-07,0,0,0,0,0,0,0
61349,25,6,2015-06-06,8830,1226,1,0,0,0,0
62464,25,5,2015-06-05,13330,1742,1,1,0,0,0
63579,25,4,2015-06-04,0,0,0,1,a,0,0
64694,25,3,2015-06-03,14023,1830,1,1,0,0,0
65809,25,2,2015-06-02,13582,1761,1,1,0,0,0
66924,25,1,2015-06-01,16017,2043,1,1,0,0,0
68039,25,7,2015-05-31,0,0,0,0,0,0,0
69154,25,6,2015-05-30,10986,1386,1,0,0,0,0
70269,25,5,2015-05-29,13911,1724,1,0,0,0,0
71384,25,4,2015-05-28,10630,1508,1,0,0,0,0
72499,25,3,2015-05-27,7562,1122,1,0,0,0,0
73614,25,2,2015-05-26,12259,1716,1,0,0,1,0
74729,25,1,2015-05-25,0,0,0,0,a,0,0
75844,25,7,2015-05-24,0,0,0,0,0,0,0
76959,25,6,2015-05-23,9288,1295,1,0,0,0,0
78074,25,5,2015-05-22,11091,1497,1,1,0,0,0
79189,25,4,2015-05-21,11076,1547,1,1,0,0,0
80304,25,3,2015-05-20,11331,1467,1,1,0,0,0
81419,25,2,2015-05-19,12023,1735,1,1,0,0,0
82534,25,1,2015-05-18,13977,1788,1,1,0,0,0
83649,25,7,2015-05-17,0,0,0,0,0,0,0
84764,25,6,2015-05-16,9183,1266,1,0,0,0,0
85879,25,5,2015-05-15,12333,1622,1,0,0,0,0
86994,25,4,2015-05-14,0,0,0,0,a,0,0
88109,25,3,2015-05-13,12797,1708,1,0,0,0,0
89224,25,2,2015-05-12,9458,1439,1,0,0,0,0
90339,25,1,2015-05-11,10477,1536,1,0,0,0,0
91454,25,7,2015-05-10,0,0,0,0,0,0,0
92569,25,6,2015-05-09,9459,1380,1,0,0,0,0
93684,25,5,2015-05-08,11309,1599,1,1,0,0,0
94799,25,4,2015-05-07,12241,1730,1,1,0,0,0
95914,25,3,2015-05-06,12306,1675,1,1,0,0,0
97029,25,2,2015-05-05,13109,1730,1,1,0,0,0
98144,25,1,2015-05-04,16048,2017,1,1,0,0,0
99259,25,7,2015-05-03,0,0,0,0,0,0,0
100374,25,6,2015-05-02,12184,1663,1,0,0,0,0
101489,25,5,2015-05-01,0,0,0,1,a,0,0
102604,25,4,2015-04-30,18272,2116,1,1,0,0,0
103719,25,3,2015-04-29,12585,1681,1,1,0,0,0
104834,25,2,2015-04-28,12287,1706,1,1,0,0,0
105949,25,1,2015-04-27,13556,1852,1,1,0,0,0
107064,25,7,2015-04-26,0,0,0,0,0,0,0
108179,25,6,2015-04-25,8022,1148,1,0,0,0,0
109294,25,5,2015-04-24,7970,1193,1,0,0,0,0
110409,25,4,2015-04-23,9766,1400,1,0,0,0,0
111524,25,3,2015-04-22,9740,1316,1,0,0,0,0
112639,25,2,2015-04-21,9046,1455,1,0,0,0,0
113754,25,1,2015-04-20,9841,1528,1,0,0,0,0
114869,25,7,2015-04-19,0,0,0,0,0,0,0
115984,25,6,2015-04-18,9045,1295,1,0,0,0,0
117099,25,5,2015-04-17,10806,1512,1,1,0,0,0
118214,25,4,2015-04-16,11610,1643,1,1,0,0,0
119329,25,3,2015-04-15,9793,1408,1,1,0,0,0
120444,25,2,2015-04-14,12359,1638,1,1,0,0,0
121559,25,1,2015-04-13,14376,1894,1,1,0,0,0
122674,25,7,2015-04-12,0,0,0,0,0,0,0
123789,25,6,2015-04-11,8721,1288,1,0,0,0,0
124904,25,5,2015-04-10,8905,1309,1,0,0,1,0
126019,25,4,2015-04-09,9368,1394,1,0,0,1,0
127134,25,3,2015-04-08,10201,1436,1,0,0,1,0
128249,25,2,2015-04-07,11946,1698,1,0,0,1,0
129364,25,1,2015-04-06,0,0,0,0,b,1,0
130479,25,7,2015-04-05,0,0,0,0,0,0,0
131594,25,6,2015-04-04,12187,1708,1,0,0,0,0
132709,25,5,2015-04-03,0,0,0,1,b,1,0
133824,25,4,2015-04-02,15696,2060,1,1,0,1,0
134939,25,3,2015-04-01,14803,1855,1,1,0,1,0
136054,25,2,2015-03-31,16250,1906,1,1,0,1,0
137169,25,1,2015-03-30,15391,1855,1,1,0,1,0
138284,25,7,2015-03-29,0,0,0,0,0,0,0
139399,25,6,2015-03-28,8927,1268,1,0,0,0,0
140514,25,5,2015-03-27,10015,1347,1,0,0,0,0
141629,25,4,2015-03-26,9629,1410,1,0,0,0,0
142744,25,3,2015-03-25,8268,1249,1,0,0,0,0
143859,25,2,2015-03-24,8608,1399,1,0,0,0,0
144974,25,1,2015-03-23,10923,1567,1,0,0,0,0
146089,25,7,2015-03-22,0,0,0,0,0,0,0
147204,25,6,2015-03-21,7725,1167,1,0,0,0,0
148319,25,5,2015-03-20,10868,1504,1,1,0,0,0
149434,25,4,2015-03-19,11650,1636,1,1,0,0,0
150549,25,3,2015-03-18,10753,1486,1,1,0,0,0
151664,25,2,2015-03-17,12425,1724,1,1,0,0,0
152779,25,1,2015-03-16,14401,1889,1,1,0,0,0
153894,25,7,2015-03-15,0,0,0,0,0,0,0
155009,25,6,2015-03-14,8750,1265,1,0,0,0,0
156124,25,5,2015-03-13,9458,1403,1,0,0,0,0
157239,25,4,2015-03-12,9562,1431,1,0,0,0,0
158354,25,3,2015-03-11,8933,1365,1,0,0,0,0
159469,25,2,2015-03-10,9544,1458,1,0,0,0,0
160584,25,1,2015-03-09,10477,1565,1,0,0,0,0
161699,25,7,2015-03-08,0,0,0,0,0,0,0
162814,25,6,2015-03-07,9138,1307,1,0,0,0,0
163929,25,5,2015-03-06,11506,1624,1,1,0,0,0
165044,25,4,2015-03-05,11941,1686,1,1,0,0,0
166159,25,3,2015-03-04,12670,1655,1,1,0,0,0
167274,25,2,2015-03-03,12937,1776,1,1,0,0,0
168389,25,1,2015-03-02,15311,2003,1,1,0,0,0
169504,25,7,2015-03-01,0,0,0,0,0,0,0
170619,25,6,2015-02-28,10259,1429,1,0,0,0,0
171734,25,5,2015-02-27,13149,1675,1,0,0,0,0
172849,25,4,2015-02-26,9839,1488,1,0,0,0,0
173964,25,3,2015-02-25,10359,1426,1,0,0,0,0
175079,25,2,2015-02-24,9183,1440,1,0,0,0,0
176194,25,1,2015-02-23,9692,1529,1,0,0,0,0
177309,25,7,2015-02-22,0,0,0,0,0,0,0
178424,25,6,2015-02-21,8640,1328,1,0,0,0,0
179539,25,5,2015-02-20,12195,1649,1,1,0,0,0
180654,25,4,2015-02-19,13588,1826,1,1,0,0,0
181769,25,3,2015-02-18,14726,1875,1,1,0,0,0
182884,25,2,2015-02-17,6338,837,1,1,0,0,0
183999,25,1,2015-02-16,0,0,0,1,0,0,0
185114,25,7,2015-02-15,0,0,0,0,0,0,0
186229,25,6,2015-02-14,9222,1356,1,0,0,0,0
187344,25,5,2015-02-13,10971,1547,1,0,0,0,0
188459,25,4,2015-02-12,3515,616,1,0,0,0,0
189574,25,3,2015-02-11,11707,1634,1,0,0,0,0
190689,25,2,2015-02-10,10341,1606,1,0,0,0,0
191804,25,1,2015-02-09,10954,1622,1,0,0,0,0
192919,25,7,2015-02-08,0,0,0,0,0,0,0
194034,25,6,2015-02-07,9263,1360,1,0,0,0,0
195149,25,5,2015-02-06,11838,1701,1,1,0,0,0
196264,25,4,2015-02-05,11794,1693,1,1,0,0,0
197379,25,3,2015-02-04,11565,1625,1,1,0,0,0
198494,25,2,2015-02-03,12976,1788,1,1,0,0,0
199609,25,1,2015-02-02,14202,1910,1,1,0,0,0
200724,25,7,2015-02-01,0,0,0,0,0,0,0
201839,25,6,2015-01-31,10810,1493,1,0,0,0,0
202954,25,5,2015-01-30,14289,1817,1,1,0,0,0
204069,25,4,2015-01-29,12718,1618,1,1,0,0,0
205184,25,3,2015-01-28,11906,1516,1,1,0,0,0
206299,25,2,2015-01-27,11614,1611,1,1,0,0,0
207414,25,1,2015-01-26,12118,1704,1,1,0,0,0
208529,25,7,2015-01-25,0,0,0,0,0,0,0
209644,25,6,2015-01-24,6974,1057,1,0,0,0,0
210759,25,5,2015-01-23,8063,1298,1,0,0,0,0
211874,25,4,2015-01-22,9207,1407,1,0,0,0,0
212989,25,3,2015-01-21,8924,1273,1,0,0,0,0
214104,25,2,2015-01-20,9003,1435,1,0,0,0,0
215219,25,1,2015-01-19,9832,1559,1,0,0,0,0
216334,25,7,2015-01-18,0,0,0,0,0,0,0
217449,25,6,2015-01-17,8729,1274,1,0,0,0,0
218564,25,5,2015-01-16,10659,1522,1,1,0,0,0
219679,25,4,2015-01-15,11004,1615,1,1,0,0,0
220794,25,3,2015-01-14,11329,1501,1,1,0,0,0
221909,25,2,2015-01-13,11813,1711,1,1,0,0,0
223024,25,1,2015-01-12,12841,1797,1,1,0,0,0
224139,25,7,2015-01-11,0,0,0,0,0,0,0
225254,25,6,2015-01-10,8066,1195,1,0,0,0,0
226369,25,5,2015-01-09,10233,1536,1,1,0,0,0
227484,25,4,2015-01-08,9746,1521,1,1,0,0,0
228599,25,3,2015-01-07,11711,1543,1,1,0,0,0
229714,25,2,2015-01-06,13533,1759,1,1,0,1,0
230829,25,1,2015-01-05,15030,1963,1,1,0,1,0
231944,25,7,2015-01-04,0,0,0,0,0,0,0
233059,25,6,2015-01-03,9124,1290,1,0,0,0,0
234174,25,5,2015-01-02,11100,1491,1,0,0,1,0
235289,25,4,2015-01-01,0,0,0,0,a,1,0
236401,25,3,2014-12-31,7771,925,1,0,0,1,0
237336,25,2,2014-12-30,14354,1844,1,0,0,1,0
